user_tweet,,
"@Samsung @SamsungMobile @SamsungIndia @GalaxyNote9Shop 

Why Samsung mobiles start giving lagging issues after 1 or 2 years and battery get drain very fast. What is the use of buying a phone that cost almost 86k and battery doesn't last for a day?",,
@SamsungIndia still we have not received any communication from your side,,
"@Samsung @SamsungIndia I purchased SAMSUNG AC last year(purchased 1+year back).Due to covid19 situation,I had to go to my native for few months.When I came back,I observed AC is not cooling at all.Ideally,I have not used ac for 1year &amp; the mechanic sa",,
@Samsung @SamsungIndia Can you look into my complaint number 4306443610. It's been more than 2 months and there lies my washing machine  dismantled by one of your technicians and no one able to resolve this matter. https://t.co/Tba7EKBEFN,,
@SamsungIndia Nice air conditioner 🥰,,
"@love_anum @SamsungIndia Also, never trade your old phone in with Samsung.  They will offer you a good price, then say you have screen burn and offer you way less, but they won't send your phone back with box or charger, meaning that you cannot get such a",,
"@SamsungIndia Showing offers in Samsung corporate website. Once purchase made, refusing to give the cashback. Reason provided that offer not valid in corporate website. I see the offer and you tell no offer. Nice and innovative way to cheat customers. #fr",,
@SamsungMobile @SamsungIndia today I got this msg ...already paid the required amount .service centre is not receiving my calls .whats going on https://t.co/qCy0qnDrK3 https://t.co/y5BQdyFtp2,,
"@SamsungIndia Dear Team, I have samsung TV version UA49M6300, and I am unable to watch Sonyliv aap, As it is not updated , requested you to please provide the updated version.@Samsung @SamsungTV",,
"@nirmaltv @SamsungIndia Even though it had  wattage capacity of  (25 w), it takes almost 100 mins to full charge and this time increases in future. That means samsung need to come with less time charging that is 0 to 100 percent atleast in 1 hour

@Samsun",,
"Keep your home safe and cool with Samsung air conditioners. With Easy Filter Plus, an easy to clean filter that effectively removes 99.9%* of bacteria and allergens, we ensure that the air you breathe is fresh and pure. #StaySafeStayHealthy with Samsung. https://t.co/heiENSeLQb",,
"It does feel like magic! With 7 benefits that take your TV experience to a whole new level, the new range of Samsung Smart TVs lets you work, surf, learn, play and do a lot more that a conventional TV can. Make the smart choice, bring home the #SmartTV. https://t.co/WCP84m6YK0",,
"@ecomexpress @EcomExpressIn
 @SamsungIndia @SamsungSupport 
 From last 7days,parcel is at my destination hub and still it's not been delivered to me.Huge disappointment from such @Samsung  @EcomExpress_Ofc big brands.
Its Vimp parcel for me.plz make sure ",,
We are really fed up with @SamsungIndia washing machine. Have been calling them from past 3 months their technician came 4 times to repair the machine took money from us yet they haven’t repaired the machine. And now since they got their money no engineer is coming to fix,,
"@SamsungMobile @SamsungIndia 
@SamsungIndia brought a product from samsung shop.
Estimated delivery was 29th July but still not received my product .
Pls take some efforts and let me know the status",,
@SamsungMobile @SamsungIndia these are your service to customers from yesterday no reply from samsung india after sending direct message also..... Great work giving worst services..... https://t.co/j1ekytF1Ht,,
"@SamsungIndia 
I have purchased one refrigerator of samsung, which started giving noisy sounds from door which is not normal. So I complained in April 2020, which is not resolved yet. 
(1/n)",,
"@SamsungIndia @Samsung 
 My Samsung 4K UHD TV which I bought last year in November but due to some problems I couldn’t contact for installation. No wall mount provided by the company &amp; now when I want free installation the technician is asking for m",,
@SamsungIndia @Samsung Can I expect a response on this?,,
@SamsungNewsIN @SamsungIndia please Samsung India provided one ui Samsung Galaxy a50s,,
"@SamsungIndia In response to our request to fix a dishwasher, the customer care in Dehradun advised us to call an IFB Engineer. Why should anyone buy Samsung products then?",,
"I have issue with samsung refrigerator I logs complain 29july no one come till for check products
@SamsungIndia @Samsung",,
@SamsungIndia @SamsungMobile has the worst service of all mobile phone manufacturers. They've taken 20 days to repair a phone and give a faulty phone at the end of it.,,
@SamsungMobile @SamsungIndia @Samsung hey i deposit my samsung m30 for display change on 30 june .the service center told my you can take back your phone after 10 days so again i go there than they said tomorrow we will take back your phone (1/n),,
@SamsungIndia i purchased a fridge from you thinking you guys are reputable brand. got some issue with temperature controlling. called ur support the guy came and said he will get the part. he never returned. i called 10 times. then some new guy called an,,
I ordered my Note 20 Ultra this morning! Expected delivery is 8/21! Gahhhh I’m so so excited 🥰🥰@SamsungMobile @Verizon,,
"It was an amazing experience, really fun to be a part of this with all the other #SamsungMembers thank you @SamsungMobile ❤️ #withGalaxy #Unpacked https://t.co/EubupDjzNC",,
@SamsungMobile Got my Mystic Bronz Note 20 Ultra pre ordered already.,,
@SamsungMobile I'm tempted.. Hmmmmm,,
"@SamsungMobile Still loving my Note 8 with few scratches. BUT Im so ready to say goodbye to it after 3years for this Note20Ultra.. 😍😍😍 
See you soon 💜💜💜",,
@SamsungMobile I'm just loving it . It's design has the classy feeling that I love. And its really good for official work as I hoped 💜😍,,
@SamsungMobile I think you got me back. https://t.co/0x48VT3tyy,,
@SamsungMobile It was amazing to participate in the event https://t.co/tGO9jZFlzj,,
"@Microsoft @SamsungMobile Great news, thanks for working on more ways to connect our phones and our PCs. Really glad that Microsoft keeps teaming up with partners to provide more innovation.",,
Samsung just keeps outdoing themselves. I love it! #GalaxyNote20,,
@SamsungMobile https://t.co/WrFhThgsDg,,
The #GalaxyNote20 is here. I love #SamsungEvent and the Note20 looks amazing!! https://t.co/siDrRpu3QS,,
"@SamsungMobile This is one sexy phone.
👀",,
@SamsungMobile https://t.co/Idpkfuiuh8,,
@SamsungMobile Is it actually worth getting the #GalaxyZFold2 ? 🤔🙄,,
@SamsungMobile Wow 😍,,
I cant wait to see how the galaxy buds live record audio while making a video. #GalaxyBudsLive #SamsungUnpacked,,
"I must say, the Galaxy Flip has been my favorite phone this year.. really wanna test out the Galaxy Fold 2!! https://t.co/OH6whFzJmJ",,
Oh my gosh Samsung got @Bts_Twt  to help debut the new Galaxy Z Fold 2 😱 #SamsungEvent https://t.co/8x0Kvw5lKB,,
"😲 I've been a #GalaxyNote user since the very first model and absolutely love S Pen. This looks like a productivity partnership made in heaven. Hope some of the new software features make it down to my Note 9.
@Microsoft @SamsungMobile https://t.co/6jNtE1WtPE",,
wait so z fold basically has 3 cameras?? back and 2 front cameras. that's WILD #SamsungEvent #BTS @BTS_twt,,
"The CEOs
Credits: @SamsungMobile https://t.co/VR9HJroo5u",,
"Up until this point I hadn't thought about owning a folding phone, can't stop thinking about it now. I can see that extra screen real estate being so useful. https://t.co/2JwgVklcS2",,
"If you don't know... now you know! Yet another amazing phone from @SamsungMobile 😍 
GIMME THAT GALAXY FOLD 2 BAYBEEEE
@SamsungMobile Honestly", why do I need three cameras? ,
"A phone can't be used for professional photography.""",,
Omg that #GalaxyNote20 in the bronze colour just gave major SBWL😭😭😭....So sick 😍 I'm in love,,
"@robson0125 @SamsungMobile I'm a drawer, so I absolutely love the Note line, I had the Note 9 and I currently have the Note 10+",,
@SamsungMobile I love I'll take 2,,
@SamsungMobile That's quite the package.,,
"@SamsungMobile Don't even know Thom Browne, but that is top notch!",,
@SamsungMobile How about battery,,
@SamsungMobile Love it! https://t.co/vIcGMD57ty,,
@SamsungMobile What happened to 11 😐,,
@SamsungMobile what happened to 11-19,,
@SamsungMobile And here comes some more Samsung sweetness 😍 wow!,,
@SamsungMobile They look like kidneys!,,
Just upgraded and pre-ordered the #samsungnote20 and #Samsunggalaxybudslive thank you @SamsungAU @SamsungMobile I can't wait to receive my devices 😁👏🏽💙,,
"@SamsungMobile mmm yes, i would love to insert the sound beans into my ears",,
@JimmyJamInAMini @ProductHunt @SamsungMobile they are good looking beans tbf,,
"@SamsungMobile @BTS_twt @bts_bighit The watch and the tablet
👀",,
@eclatant_yoongi Devoted Samsung user always but now I will just stick to it forever for the boys @SamsungMobile,,
@SamsungMobile @BTSChartDaily @BTS_twt @bts_bighit BTS in Thom Browne!?! My favorites together 😎😻,,
@SamsungMobile You spin me right round baby right round...,,
This Unpacked event was really something different that embraced The Next Normal. Thank you @SamsungMobile for delivering an immersive event that made us as viewers feel as if we were truly a part of the #SamsungEvent. https://t.co/NH7HvL6oyA,,
"The new Note20 is the best thing that has happened to Samsung, it is the most advanced phone of current times.
@SamsungMobile The color ❤💖
@SamsungMobile Wouldn't mind upgrading from the note 9 to 20 ultra.
@SamsungMobile Take my money NOW!
Wow @SamsungMobile the new galaxy line up is beautiful
Its here! Its here! ITS HERE!!!",,
"I have been a fan of @SamsungMobile Galaxy Note series for years now and it is indeed the most exciting and powerful gadget as of today. What makes it better than any other gadget is the power of S-Pen. You won't find it anywhere else.🤓 https://t.co/qDZvynyM6B""",,
"The open type buds in the Galaxy series are light, easy, and will fit perfectly in your ear! #SamsungEvent https://t.co/vJbLEzUMJr",,
"Me to Samsung:
@SamsungMobile 
Imagine how many mobile gamers will be introduced to AAA titles for the first time.    👀",,
@SamsungMobile OMG. I want want😁,,
"@SamsungMobile This camera setup is so amazing. #GalaxyNote20
Samsung you are the best.",,
"i guess once u go note, u cannot un-note. just like how once u Jimin u cannot jim-out.
Really wanna try #Spen for illustration art. Newly launched #GalaxyNote20 is more brilliant than ever",,
@SamsungMobile @XboxGamePass Ok I need dis,,
"The complete #Galaxy Family...What's your favorite??
@SamsungMobile I'm buying everything. Take my money.
@SamsungMobile one day the entire back gon have camera lenses ..
While still holding onto my Note 8"," I'd say this Samsung line up is pretty compelling - for next year's purchase when they're much cheaper. The #GalaxyZFold2 makes you excited for the future of phone form factors.""",
"Remember when everyone laughed at the first Note? They laughed at the Fold too. Now, @SamsungMobile has proved once again, they can innovate and improve their products",,
@SamsungMobile I like them!!  I saw the whole thing just to see BTS and I found the products really interesting,,
"Ok the #GalaxyZFold2 segment is the best part, information wise.",,
"Samsung has once again amazed us with design, performance and durability.
 #SamsungEvent",,
@SamsungMobile @XboxGamePass Really..... https://t.co/MJCaBkDXKE,,
Can't wait to get my hands on the #Note20Ultra from #SamsungUnpacked @SamsungMobile,,
"Reduced the latency to 9 milliseconds, Samsung has made it almost made it look like we're actually writing on paper. 
Let's see what Samsung this time does to make life simpler for me and for everyone 😍",,
I like...and all the accessories that comes with it all in Mystic Bronze. Watched the whole #SamsungEvent and that Galaxy ecosystem is amazing. https://t.co/xGMKdQAIyr,,
Oh that mystic bronze color 😍  #SamsungEvent #GalaxyNote20,,
WOW THE GALAXY ZFOLD2 MATERIAL IS SO COOL #SamsungEvent,,
"@SamsungMobile “Beauty with smarts to match.” Are you talking about me? 🥰
Love that line.",,
@SamsungMobile @SamsungMobile you’ve already used this pun on me 😂 I’ll forgive you if you show more @BTS_twt https://t.co/TFBRivtehP,,
Wow Samsung is actually really impressive 🤩 #SamsungEvent,,
The buds are life 👌🔥  #SamsungEvent,,
Wait Xbox in Samsung phone is actually  cool too #SamsungEvent,,
Samsung trying to sell yall some magic beans for headphones #SamsungEvent,,
Lightsticks at the Samsung event? You sure know your audience. #SamsungEvent,,
"Here here this is what i meant loooll. Samsung lightstick 🤣 this unpack event is so funny
Can we flash a order number and a phone number to order? #SamsungEvent
I want the green one 😍",,
WOAH THE CONTROLLER WITH THE PHONE  #SamsungEvent,,
"The S-pen looks so classy, man! Might just buy one for the pen! 😳🔥
not gonna lie this guy has convinced me I need this tablet #SamsungEvent
love the integration of @SamsungMobile and @microsoft app integration. They've taken the game to a next level. #SamsungEvent #productive
@Mrwhosetheboss @SamsungMobile @Samsung @SamsungMobileUS @SamsungUS @SamsungUK @SamsungIndia Sounds very good"," but can it cook your dinner? 🤔""",
Whos all watching the Samsung event? So far I'm liking what I'm seeing🙂 #SamsungEvent,,
"This new samsung tab looks really classy .
mystic bronze is super cool color 😍
guys", if you dont know," the S Pen is absolutely useful and amazing. This is one of Note's features thats making me stay w Samsung. I can do simple doodles for leisure or work. pretty useful scratch paper too for language learning so you dont waste paper #SamsungEvent"""
@SamsungMobile Mystic White 😍,,
Shout out to my cat for waking me up with his serenade of meows so I could catch the #SamsungEvent on PST.,,
"I am amazed to those experts who's making the design and the phone itself to be good and pleasing to their consumers 😍😍
Some really great tech innovation right here... w.r.t #Spen"," kudos to the team. #SamsungEvent""",
@SamsungMobile You know @SamsungMobile you got the best phones! This is for life 😂🙌👏👏,,
"That beautiful and so intelligent #SPen 🥰🥰
THE COLORS OF THE PHONES ARE SO PRETTYYYYYY❤❤❤❤❤#SamsungEvent
@SamsungMobile This device is one word"," STUNNING! The color options are amazing as well.""",
@SamsungMobile Bronze ❤️❤️❤️😍😍😍,,
"What is better than a pen?
An S pen 🖋
Love the mystic bronze color in  the #GalaxyNote20  and #GalaxyNote20Ultra",,
All the mystic colors look extremely sleek! ,,
" #SamsungEvent""",,
Dude The NEW PHONE AT THE #SamsungEvent ITS BRO LEMME GET ONE,,
@SamsungMobile ITS SO BEAUTIFUL!!! #withGalaxy,,
Duuude that green note 20! 😍 #SamsungEvent,,
"@SamsungMobile I want to watching this,  really want. But i am still so sleepy now. 
I am sorry. 
Fighting. 💪✊😎👍",,
@SamsungMobile Looks incredible,,
"#SamsungEvent 
This guy is doing wonderful job in convincing me to change to Samsung",,
"What an amazingly futuristic backdrop. Very innovative
@SamsungMobile I'm watching! https://t.co/ertQ0x3WUu
@SamsungMobile Looks like I woke up just in time.
@SamsungMobile Already know it's going to be good https://t.co/juH9w40nlH
Excited for #SamsungEvent 💜
Pretty pumped to see what we are getting today for real. ",,
"Only one hour till we find out! #SamsungEvent 👀""",,
@SamsungMobile Everything leaked already,,
T MInus 2 hours til the Galaxy Note 20 Unpacked #SamsungEvent 🔥🔥🔥,,
Just arrived at #SamsungEvent - keen to see what they have.. #NewToys,,
@TSM_Myth @SamsungMobile GAME GAME LESGGOOOOOOOO,,
"Who else is waiting for #SamsungUnpacked event? What do you look forward to at the event?
@SamsungMobile https://t.co/eNBgU841ff
WE GOT A @BTS_twt PERFORMANCE TONIGHT?? @SamsungMobileUS @SamsungMobile https://t.co/MGRzaUnHWH
Dear @SamsungMobile ", let me see Hobi's fingers please. Don't do this to me 😖 ,
" #SamsungUnpacked https://t.co/LowZGTCeHH""",,
@SamsungMobile i cant wait to see the new #SamsungGalaxy unveiling #SamsungEvent,,
"#SamsungEvent 
Patiently waiting for what is next.... Chills🥺",,
Okay but I'm actually really excited for #SamsungEvent,,
@SamsungMobile @Microsoft https://t.co/NXKqzEt2NR,,
@SamsungMobile @Microsoft Yea you guys are friends now!,,
@SamsungMobile @thegreatkhalid So whats launching?,,
@SamsungMobile Will be watching 👌🏾,,
Whut whut whaaaat??!! @SamsungMobile and @Microsoft ???? Is this related to DEX?? 😱😱😱 https://t.co/pUBCUwK7V8,,
@SamsungMobile Can't wait for tomorrow event 💜💜,,
@KissesInPINK_ @SamsungMobile @Microsoft What is tomorrow?,,
@SamsungMobile @thegreatkhalid Can we just fast forward in time to see this already!,,
@SamsungMobile What time is the live event?,,
@SamsungMobile @thegreatkhalid I've been waiting all week for this! https://t.co/0emJpnZw6A,,
@SamsungMobile @Microsoft Curiously excited!!,,
"New #SamsungEvent tomorrow, can't wait to see what my new phones gonna be 🔥🔥🔥",,
@SamsungMobile @thegreatkhalid Khalid AND Samsung?!😍,,
@SamsungMobile can't wait💜💜,,
"@SamsungMobile I'm in, baby!",,
@SamsungMobile Awesome! 😍,,
@SamsungMobile Very excited,,
@SamsungMobile Excited.... 🤩✌️,,
@SamsungMobile Waiting eagerly,,
@SamsungMobile this year this unpacked event is going to be amazing.❤❤❤❤ https://t.co/MVsyxlk6Z2,,
@SamsungMobile ❤️,,
@SamsungMobile Am soooo pumped,,
@SamsungMobile getting ready for the upcoming Event!°,,
@SamsungMobile Cant wait for whatever u guys r releasing 💜💜💜,,
@SamsungMobile YES YES YES WE LOVE TO SEE IT,,
@SamsungMobile Super Excited!,,
@SamsungMobile OMGG YAYYYY SO EXCITED,,
@SamsungMobile Awesome,,
@SamsungMobile Very Excited!,,
@SamsungMobile 😍❤️❤️,,
@SamsungMobile Extremely excited!,,
@SamsungMobile This is great. I'm looking forward,,
@SamsungMobile My note 9 is ready for its successor,,
@SamsungMobile Unpacked! Cant wait!!!,,
@MKBHD Absolutely its gonna be Note 20 and Samsung's week @SamsungMobile,,
@SamsungMobile I'm looking forward to all of it!👍💪 #withGalaxy,,
@SamsungMobile Can't wait! 😍,,
@SamsungMobile Can't wait #samsung4life love the notes best phone ever,,
@SamsungMobile This is a Thing of Beauty!!!❤️❤️❤️,,
@SamsungMobile Samsung is top notch! https://t.co/026H0DBMkM,,
@SamsungMobile Another power move from the most powerful mobile company. #makingmoves #onenoteatatime,,
@SamsungMobile 😵🤤 I'm excited for this,,
@SamsungMobile Oh my god I luv samsung my fav forever yeah power takes over ❤❤👌👌👌💞💕🖤❣😍😍🤩,,
@SamsungMobile They're gonna tease bronze until everyone gets bored of it,,
"Yo this is super cool!
@SamsungMobile I AM SO EXCITED FOR THE IMPROVED LATENCY!! I'm an artist and I draw on Note 10+ a lot going back and forth from the S-Pen and the Staedtler Noris Digital Pencil. Improving the latency is going to just make it even more of a dream to use for
@SamsungMobile What does this supposed to mean? An S Pen with no tip? Or it could literally dispense liquid?
@SamsungMobile Can't wait
@SamsungMobile Exquisite and brilliantly crafted ❤❤
Am I the only one excited that Unpacked is only 12.5 days away?!?!?!! Where will you be streaming from this year?! #Unpacked #Samsung @SamsungMobile https://t.co/Bz1U7E2cw6
A new form of power"," a new form of life! @SamsungMobile https://t.co/3Ny7Q39R7I""",
@SamsungMobile Can't wait,,
Yeah Samsung that one's too big thanks https://t.co/G8ZTyccjjU,,
"UNPACKED IS GOING TO BE AMAZING @SamsungMobileUS
@SamsungMobile https://t.co/5Zthik6f5j",,
@SamsungMobile so beautiful,,
@SamsungMobile https://t.co/S3xaSxL9dq,,
@SamsungMobile Wish it would just hurry up and discover what it is!,,
"Finally, S Pen will dispense chocolate milkshake! 😋 https://t.co/4iqDzD6pz0",,
Ok.. you have my attention.. https://t.co/WmDCF7ktVs https://t.co/Ze26FakLQj,,
🙌🏾 it’s happening ... what else can they bring to the SPen? 👀 https://t.co/lBDDh2ZdET,,
Are you ready for all the possibilities? 🤫 https://t.co/EXZMa4lh24,,
I CAN NOT WAIT!! It’ll be my first .@SamsungMobile purchase in almost a decade...and it’ll be my first phone review for my blog! #SamsungEvent https://t.co/PXoe4bzNgo,,
@SamsungMobile Yes!!!!!!!,,
@SamsungMobile So excited!!!,,
@SamsungMobile Can't wait!,,
@SamsungMobile 😍😍👏🏼👏🏼,,
@SamsungMobile Can't wait! https://t.co/LTnadCcHqy,,
@SamsungMobile 😍😍😍,,
@SamsungMobile Oh my gosh it's happening! https://t.co/faI10VbVQ8,,
"Opening up to a whole new Galaxy!🦋
@SamsungMobile Waiting for buds live 🌚
@SamsungMobile You just got me more pumped than I was before! https://t.co/X5kbgUUB4l
@SamsungMobile I can't wait!!! Ill be watching!
@SamsungMobile @MaxJmb Can anyone tell me what the pen writes . I for the life of me cant understand this
@SamsungMobile It looks like the same butterfly when you unfold the galaxy fold
@SamsungMobile Is that a gaming console?
@SamsungMobile Wait.... Galaxy buds or a Controller?!!!
@georgep357 @SamsungMobile Oh god. If that is a thing... https://t.co/E9UI7w5kNv
Bring it on ❤❤❤ https://t.co/jeIF1dySjK
I cant wait!! https://t.co/JpgMyi6uAh
Oh", this looks interesting! ,
Now you're just showing off 😍😍😍 #SamsungMembers #withGalaxy https://t.co/AKQUCxxYh6,,
Can't wait for the new Galaxy aaaaa https://t.co/m3SGwMJ0G3,,
And here comes @SamsungMobile ready to take to gaming to another Galaxy... I'm ready are you? https://t.co/2CSaGeQO1I,,
@SamsungMobile Lets go 😍,,
@MdShada53709351 @SamsungMobile 😍😍,,
@SamsungMobile On the edge of my seat! Can't wait! I've got my fingers ready to pre-order!,,
@SamsungMobile I am very excited to see what you can do with this latest release!,,
@SamsungMobile That color is beautiful! ❤️,,
@SamsungMobile Seems like something big is coming for gamers😉,,
@SamsungMobile Galaxy Beans 👀,,
@SamsungMobile Samsung is the best phone😍,,
@SamsungMobile we are anticipating 👏👏,,
"@SamsungMobile Can’t wait 😃,",,
@SamsungMobile There's nothing more flipping exciting then to see this unfold and I'll certainly take Notes and more at #Unpacked #SamsungEvent,,
"@SamsungMobile Excited for the copper colour
And the new fold",,
@SamsungMobile Cant wait,,
"@SamsungMobile Getting that Terminator 2, liquid metal vibes from this",,
오늘도 보라해~💜 https://t.co/p7rDvKeqO0,,
@BrrrrIce1 @SamsungMobile We've come full circle now. 😂 https://t.co/Jf7tzbZAca,,
"Really impressed by the @SamsungMobile Galaxy Buds+ range. I can walk around almost my entire apartment and maintain signal, which is crazy. This is way better than last gen.",,
Wow! Here I go getting the new phone again! Now this definitely caught my eye! This company is the best one worth getting a new phone for everytime! They actually have more functionality functions and specific to oneself. #teamSamsung all day everyday! @SamsungMobile https://t.co/zsVPLT9vYQ,,
Anyone Loves @SamsungMobile S20 ?,,
Wait so @SamsungMobile is skipping from galaxy s10 to galaxy s20? So much for wanting to get the galaxy s13,,
"Ain’t gonna lie, I like the new @SamsungMobile S20 Ultra is super tempting but I’ll wait on the new iPhone 📲",,
The facts that @SamsungMobile has a 108mp camera on a flagship device is mind blowing 🤳🤯,,
@SamsungMobile It doesn't get any better than this... Flip for Success,,
"@SamsungMobile Awesome looking device, Would really love one of these!! 😊🥰😊!",,
"@SamsungMobile wow what an amazing phone 
I will definitely buy the ultra s20 
well done 👏👏👏👏",,
"It’s so satisfying, I can’t get enouggghhh 😩 #GalaxyZFlip ⁦@SamsungMobile⁩ https://t.co/tOi2JUtuRt",,
"... ring ring ...
times square, new york city.
samsung galazy z flip thom browne edition.
director: #mitchryan
@samsungmobile
@SamsungMobile you think the new s20 can be used as a Microscope???🤔🤔🤔
Liking someone with a @SamsungMobile means you have to download an entire app just to send them videos. Is that true love? Feels like it 😂🤦🏼‍♀️
@SamsungMobile Just pre ordered the Ultra 😭😭
@SamsungMobile I'm so getting these in black
You've got my attention @SamsungMobile! https://t.co/CLG2lGKeJ3
@SamsungMobile @_ItzMario Wait we're just going back to Flip phones...😐 Aight
Samsung Galaxy """"Zee"""" Flip or """"Zed"""" Flip? 🤔",,
@SamsungMobile THE RETURN OF THE FLIP PHONE!!! NO MORE SCRATCHED SCREENS!!! https://t.co/dQSWBRYHEj,,
"These cameras look 🔥 🔥
@samsungmobile #Galaxys20 https://t.co/OdHqz2wdOI",,
"Killing it, the S20 Ultra. Want! #SamsungEvent",,
@SamsungMobile https://t.co/K7YQ7o7q46,,
@SamsungMobile The zoom is crazy,,
@SamsungMobile Awesomeness 😉👍🏻💙📱,,
@SamsungMobile Love it Samsung you're the best!!!,,
@SamsungMobile https://t.co/CjGVCjnJJQ,,
@SamsungMobile what the actual heck 🤯,,
@SamsungMobile Do I need to watch S11-S19 to understand this phones plot?,,
@SamsungMobile https://t.co/N7nyNs7dfg,,
@SamsungMobile Wow Phone,,
@SamsungMobile This WILL be my next phone,,
The year of the #foldable #smartphones @SamsungMobile #GalaxyFlipZ https://t.co/7CPWUdSW3l,,
@SamsungMobile https://t.co/CyoGoIg06V,,
@SamsungMobile big wow,,
A @SamsungMobile phone has never appealed to me so much...,,
@SamsungMobile Loved it!! Can't wait to buy it!! 👏👏👏,,
@SamsungMobile Definitely the ultra if i had bigger pockets...,,
@SamsungMobile Bruh im still using s5,,
"Samsung introducing the new #GalaxyS20 line of phones. #SamsungEvent  
Me: https://t.co/cmcBvUw2gG",,
"@SamsungMobile @MKBHD I’m an Apple user, ain’t gonna lie...@SamsungMobile is tempting me 😏",,
@SamsungMobile Have my money.,,
That new Samsung Galaxy S20 Ultra tho 🔥🔥,,
And of course the #ZFlip is going to be available on #ValentinesDay so you don’t have to get your wife a  #Peloton #Unpacked2020 https://t.co/gkjPuiCz76,,
"I was all in for the Motorola Razr but Samsung just pulled me back in with the Z Flip. 
#GalaxyUNPACKED2020 pretty dope"," I want all of it! Samsung 😍😍""",
@SamsungMobile I ready Preorder Ultra Black,,
"I’m impressed tbh 😯
Galaxy S20 Ultra: Official Introduction https://t.co/vIVSnrdC6P przez @YouTube",,
WAIT THE #GalaxyS20 IS OUT LET ME CHECK IT OUT,,
@SamsungMobile went off! 🙌🏾🙌🏾💪🏾💪🏾😍😍😍,,
Are Samsung lauching a Camera or a phone. Anything else it can do? Thanks #GalaxyS20,,
"@PancakeSmile8 @SamsungMobile As a die hard iPhone user, now I’m contemplating whether I should switch to Samsung.. you had me at Taehyung’s picture.. Well played @SamsungMobile               #SamsungEvent #SamsungxTaehyung",,
@saradietschy @SamsungUS @SamsungMobile @SamsungMobileUS It definitely looks like the guy in the background is making out with his phone. https://t.co/Fdv0BMGe0P,,
"All I know is ALL Y'ALL SWITCHING FROM IPHN TO SAMSUNGS BETTA NOT MAKE THE NEW S20 SOLD OUT BEFORE I GET MINE
Ive been with @SamsungMobile @SamsungMobileUS for eons yall get to the back of the line 👀😂💜",,
8k video recording 🔥,,
"You can take videos in 8K.
Very wow🙆🏾‍♂️
Happy New @SamsungMobile Day!!!!
I'm speechless 😍 #Unpacked2020
OMG that @SamsungMobile GalaxyS20 and ZFlip 🤔
Did Samsung just stream the whole event using a S20 Ultra 🤯",,
Galaxy S20 can shoot upto 8K high quality video 🤯🤯🤯🔥,,
Y'ALLLLLLLLL... This @Samsung #Unpacked event is AMAZING. We've got big things coming to our stores!,,
"awesome screen, awesome camera, long lasting, battery life #GalaxyS20",,
Samsung overdid it!! And I haven’t been this excited about a new flagship phone in a long time... a very long time!!! 🤔😓🤤 — Galaxy S20 Ultra: Official Introduction https://t.co/LXM3uP7Zh5 via @YouTube,,
Cats in 8k... This could get expensive @val314159 🤗🤗🤗 #Unpacked2020 #SamsungEvent https://t.co/sj9XABZuEW,,
@SamsungMobile https://t.co/aYlvRZ4bYq,,
@SamsungMobile I literally thought the camera part was the phone itself  😂😂😂😂😂😂😂😂😂😂,,
BTCH WTF I AM WATCHING THE LIVE SAMSUNG EVENT - LAUNCHING OF THE GALAXY FLIP PHONE AND THEY SHOWED TAEHYUNG ON THE SCREEN REPRESENTING HIGH RESOLUTION PHOTOS YASSSSS BTCH THATS KING TAEHYUNG 🔥 https://t.co/dGIZTGlSOs,,
"Which phone do I need to take the best pictures of garlic bread with? 
Dead serious.
Okay", I’d be lying if I said I wasn’t impressed by the S20’s 100x zoom 🤯,
Can’t wait to use a tiny skillet on the new #GalaxyS20 induction stove top https://t.co/3RfWAtlgVD,,
Bro this 100x Space zoom is absolutely insane,,
Are flip phones coming back into style? #Samsung #SamsungEvent #SamsungUnpacked,,
"Gotta give it to them -- it's one thing to have a unique form factor, it's another thing entirely to find creative ways of utilizing it. 
Flex Mode on the new @SamsungMobile @SamsungMobileUS #GalaxyZFlip let's you set the phone down and take a selfie hands free! https://t.co/YR1zXlKFHf",,
@SamsungMobile love making me want to spend money,,
"That kinda looks cool, not gonna lie 
@SamsungMobile Lets do this 🔥🔥🔥🔥
Ready for the Samsung event to start!!! @SamsungMobile #SamsungEvent
I'm here at the #SamsungEvent https://t.co/9ok0Qd034R
@SamsungMobile Genuinely can't wait ! 📱
@PatrickMoorhead @anshelsag @danielnewmanUV @SamsungBizUSA @SamsungMobile Hiya from center section six rows from front.
I love tech. #SamsungEvent
Can't wait!",,
@SamsungMobile I just want the s9+ back in stock 😢,,
Do you think we'll see a 100+ megapixels camera for at least one of the Samsung devices tonight? #SamsungEvent,,
@SamsungMobile Even though I’m not a Samsung user I’m excited about it.,,
@SamsungMobile @LuluNgxokela What time does event start ? UK?,,
@SamsungMobile How long until???,,
Excited to share what we worked on in a few hours. Was an honour and a pleasure to be involved with the Samsung Unpacked campaign. @SamEvansLife https://t.co/n1n5U3IRu8,,
Samsung is not playing the game this year!!! THEY WILL CHANGE THE GAME 🔥🔥🔥🔥 #GalaxyUNPACKED2020 #SamsungUnpacked #GalaxyS20 #GalaxyZFlip,,
Today is the #SamsungEvent and I couldn't be more excited and pumped to see what will be revealed 😤🤩,,
First in line for #SamsungEvent event ready to see this #galaxys20 #GalaxyS20Ultra #SamsungUnpacked @SamsungMobileUS @SamsungMobile https://t.co/RChoEph99o,,
